datetime,crop_id,soil_type,seedling_stage,moi,temp,humidity,result
2023-07-26 21:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,11,14,90.0,0
2023-07-26 22:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,13,91.0,0
2023-07-26 23:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,13,24,80.0,0
2023-07-27 00:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,14,23,81.0,0
2023-07-27 01:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,15,22,82.0,0
2023-07-27 02:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,16,21,83.0,0
2023-07-27 03:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,17,20,84.0,0
2023-07-27 04:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,18,19,85.0,0
2023-07-27 05:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,19,18,86.0,0
2023-07-27 06:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,20,17,87.0,0
2023-07-27 07:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,21,16,88.0,0
2023-07-27 08:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,22,15,89.0,0
2023-07-27 09:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,23,14,90.0,0
2023-07-27 10:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,24,13,91.0,0
2023-07-27 11:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,25,24,80.0,0
2023-07-27 12:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,26,23,81.0,0
2023-07-27 13:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,27,22,82.0,0
2023-07-27 14:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,28,21,83.0,0
2023-07-27 15:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,29,20,84.0,0
2023-07-27 16:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,30,19,85.0,0
2023-07-27 17:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,31,18,86.0,0
2023-07-27 18:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,32,17,87.0,0
2023-07-27 19:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,33,16,88.0,0
2023-07-27 20:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,34,15,89.0,0
2023-07-27 21:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,35,14,90.0,0
2023-07-27 22:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,36,13,91.0,0
2023-07-27 23:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,37,24,80.0,0
2023-07-28 00:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,38,23,81.0,0
2023-07-28 01:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,39,22,82.0,0
2023-07-28 02:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,40,21,83.0,0
2023-07-28 03:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,41,20,84.0,0
2023-07-28 04:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,42,19,85.0,0
2023-07-28 05:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,43,18,86.0,0
2023-07-28 06:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,44,17,87.0,0
2023-07-28 07:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,45,16,88.0,0
2023-07-28 08:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,46,15,89.0,0
2023-07-28 09:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,47,14,90.0,0
2023-07-28 10:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,48,13,91.0,0
2023-07-28 11:00:00,Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,49,24,80.0,0
2023-07-28 12:00:00,Wheat,Sandy Soil,Flowering,1,24,80.0,0
2023-07-28 13:00:00,Wheat,Sandy Soil,Flowering,2,23,81.0,0
2023-07-28 14:00:00,Wheat,Sandy Soil,Flowering,3,22,82.0,0
2023-07-28 15:00:00,Wheat,Sandy Soil,Flowering,4,21,83.0,0
2023-07-28 16:00:00,Wheat,Sandy Soil,Flowering,5,20,84.0,0
2023-07-28 17:00:00,Wheat,Sandy Soil,Flowering,6,19,85.0,0
2023-07-28 18:00:00,Wheat,Sandy Soil,Flowering,7,18,86.0,0
2023-07-28 19:00:00,Wheat,Sandy Soil,Flowering,8,17,87.0,0
2023-07-28 20:00:00,Wheat,Sandy Soil,Flowering,9,16,88.0,0
2023-07-28 21:00:00,Wheat,Sandy Soil,Flowering,10,15,89.0,0
2023-07-28 22:00:00,Wheat,Sandy Soil,Flowering,11,14,90.0,0
2023-07-28 23:00:00,Wheat,Sandy Soil,Flowering,12,13,91.0,0
2023-07-29 00:00:00,Wheat,Sandy Soil,Flowering,13,24,80.0,0
2023-07-29 01:00:00,Wheat,Sandy Soil,Flowering,14,23,81.0,0
2023-07-29 02:00:00,Wheat,Sandy Soil,Flowering,15,22,82.0,0
2023-07-29 03:00:00,Wheat,Sandy Soil,Flowering,16,21,83.0,0
2023-07-29 04:00:00,Wheat,Sandy Soil,Flowering,17,20,84.0,0
2023-07-29 05:00:00,Wheat,Sandy Soil,Flowering,18,19,85.0,0
2023-07-29 06:00:00,Wheat,Sandy Soil,Flowering,19,18,86.0,0
2023-07-29 07:00:00,Wheat,Sandy Soil,Flowering,20,17,87.0,0
2023-07-29 08:00:00,Wheat,Sandy Soil,Flowering,21,16,88.0,0
2023-07-29 09:00:00,Wheat,Sandy Soil,Flowering,22,15,89.0,0
2023-07-29 10:00:00,Wheat,Sandy Soil,Flowering,23,14,90.0,0
2023-07-29 11:00:00,Wheat,Sandy Soil,Flowering,24,13,91.0,0
2023-07-29 12:00:00,Wheat,Sandy Soil,Flowering,25,24,80.0,0
2023-07-29 13:00:00,Wheat,Sandy Soil,Flowering,26,23,81.0,0
2023-07-29 14:00:00,Wheat,Sandy Soil,Flowering,27,22,82.0,0
2023-07-29 15:00:00,Wheat,Sandy Soil,Flowering,28,21,83.0,0
2023-07-29 16:00:00,Wheat,Sandy Soil,Flowering,29,20,84.0,0
2023-07-29 17:00:00,Wheat,Sandy Soil,Flowering,30,19,85.0,0
2023-07-29 18:00:00,Wheat,Sandy Soil,Flowering,31,18,86.0,0
2023-07-29 19:00:00,Wheat,Sandy Soil,Flowering,32,17,87.0,0
2023-07-29 20:00:00,Wheat,Sandy Soil,Flowering,33,16,88.0,0
2023-07-29 21:00:00,Wheat,Sandy Soil,Flowering,34,15,89.0,0
2023-07-29 22:00:00,Wheat,Sandy Soil,Flowering,35,14,90.0,0
2023-07-29 23:00:00,Wheat,Sandy Soil,Flowering,36,13,91.0,0
2023-07-30 00:00:00,Wheat,Sandy Soil,Flowering,37,24,80.0,0
2023-07-30 01:00:00,Wheat,Sandy Soil,Flowering,38,23,81.0,0
2023-07-30 02:00:00,Wheat,Sandy Soil,Flowering,39,22,82.0,0
2023-07-30 03:00:00,Wheat,Sandy Soil,Flowering,40,21,83.0,0
2023-07-30 04:00:00,Wheat,Sandy Soil,Flowering,41,20,84.0,0
2023-07-30 05:00:00,Wheat,Sandy Soil,Flowering,42,19,85.0,0
2023-07-30 06:00:00,Wheat,Sandy Soil,Flowering,43,18,86.0,0
2023-07-30 07:00:00,Wheat,Sandy Soil,Flowering,44,17,87.0,0
2023-07-30 08:00:00,Wheat,Sandy Soil,Flowering,45,16,88.0,0
2023-07-30 09:00:00,Wheat,Sandy Soil,Flowering,46,15,89.0,0
2023-07-30 10:00:00,Wheat,Sandy Soil,Flowering,47,14,90.0,0
2023-07-30 11:00:00,Wheat,Sandy Soil,Flowering,48,13,91.0,0
2023-07-30 12:00:00,Wheat,Sandy Soil,Flowering,49,24,80.0,0
2023-07-30 13:00:00,Wheat,Sandy Soil,Flowering,50,23,81.0,0
2023-07-30 14:00:00,Wheat,Sandy Soil,Flowering,51,22,82.0,0
2023-07-30 15:00:00,Wheat,Sandy Soil,Flowering,52,21,83.0,0
2023-07-30 16:00:00,Wheat,Sandy Soil,Flowering,53,20,84.0,0
2023-07-30 17:00:00,Wheat,Sandy Soil,Flowering,54,19,85.0,0
2023-07-30 18:00:00,Wheat,Sandy Soil,Flowering,55,18,86.0,0
2023-07-30 19:00:00,Wheat,Sandy Soil,Flowering,56,17,87.0,0
2023-07-30 20:00:00,Wheat,Sandy Soil,Flowering,57,16,88.0,0
2023-07-30 21:00:00,Wheat,Sandy Soil,Flowering,58,15,89.0,0
2023-07-30 22:00:00,Wheat,Sandy Soil,Flowering,59,14,90.0,0
2023-07-30 23:00:00,Wheat,Sandy Soil,Pollination,1,18,86.0,0
2023-07-31 00:00:00,Wheat,Sandy Soil,Pollination,2,17,87.0,0
2023-07-31 01:00:00,Wheat,Sandy Soil,Pollination,3,16,88.0,0
2023-07-31 02:00:00,Wheat,Sandy Soil,Pollination,4,15,89.0,0
2023-07-31 03:00:00,Wheat,Sandy Soil,Pollination,5,14,90.0,0
2023-07-31 04:00:00,Wheat,Sandy Soil,Pollination,6,13,91.0,0
2023-07-31 05:00:00,Wheat,Sandy Soil,Pollination,7,24,80.0,0
2023-07-31 06:00:00,Wheat,Sandy Soil,Pollination,8,23,81.0,0
2023-07-31 07:00:00,Wheat,Sandy Soil,Pollination,9,22,82.0,0
2023-07-31 08:00:00,Wheat,Sandy Soil,Pollination,10,21,83.0,0
2023-07-31 09:00:00,Wheat,Sandy Soil,Pollination,11,20,84.0,0
2023-07-31 10:00:00,Wheat,Sandy Soil,Pollination,12,19,85.0,0
2023-07-31 11:00:00,Wheat,Sandy Soil,Pollination,13,18,86.0,0
2023-07-31 12:00:00,Wheat,Sandy Soil,Pollination,14,17,87.0,0
2023-07-31 13:00:00,Wheat,Sandy Soil,Pollination,15,16,88.0,0
2023-07-31 14:00:00,Wheat,Sandy Soil,Pollination,16,15,89.0,0
2023-07-31 15:00:00,Wheat,Sandy Soil,Pollination,17,14,90.0,0
2023-07-31 16:00:00,Wheat,Sandy Soil,Pollination,18,13,91.0,0
2023-07-31 17:00:00,Wheat,Sandy Soil,Pollination,19,24,80.0,0
2023-07-31 18:00:00,Wheat,Sandy Soil,Pollination,20,23,81.0,0
2023-07-31 19:00:00,Wheat,Sandy Soil,Pollination,21,22,82.0,0
2023-07-31 20:00:00,Wheat,Sandy Soil,Pollination,22,21,83.0,0
2023-07-31 21:00:00,Wheat,Sandy Soil,Pollination,23,20,84.0,0
2023-07-31 22:00:00,Wheat,Sandy Soil,Pollination,24,19,85.0,0
2023-07-31 23:00:00,Wheat,Sandy Soil,Pollination,25,18,86.0,0
2023-08-01 00:00:00,Wheat,Sandy Soil,Pollination,26,17,87.0,0
2023-08-01 01:00:00,Wheat,Sandy Soil,Pollination,27,16,88.0,0
2023-08-01 02:00:00,Wheat,Sandy Soil,Pollination,28,15,89.0,0
2023-08-01 03:00:00,Wheat,Sandy Soil,Pollination,29,14,90.0,0
2023-08-01 04:00:00,Wheat,Sandy Soil,Pollination,30,13,91.0,0
2023-08-01 05:00:00,Wheat,Sandy Soil,Pollination,31,24,80.0,0
2023-08-01 06:00:00,Wheat,Sandy Soil,Pollination,32,23,81.0,0
2023-08-01 07:00:00,Wheat,Sandy Soil,Pollination,33,22,82.0,0
2023-08-01 08:00:00,Wheat,Sandy Soil,Pollination,34,21,83.0,0
2023-08-01 09:00:00,Wheat,Sandy Soil,Pollination,35,20,84.0,0
2023-08-01 10:00:00,Wheat,Sandy Soil,Pollination,36,19,85.0,0
2023-08-01 11:00:00,Wheat,Sandy Soil,Pollination,37,18,86.0,0
2023-08-01 12:00:00,Wheat,Sandy Soil,Pollination,38,17,87.0,0
2023-08-01 13:00:00,Wheat,Sandy Soil,Pollination,39,16,88.0,0
2023-08-01 14:00:00,Wheat,Sandy Soil,Pollination,40,15,89.0,0
2023-08-01 15:00:00,Wheat,Sandy Soil,Pollination,41,14,90.0,0
2023-08-01 16:00:00,Wheat,Sandy Soil,Pollination,42,24,80.0,0
2023-08-01 17:00:00,Wheat,Sandy Soil,Pollination,43,23,81.0,0
2023-08-01 18:00:00,Wheat,Sandy Soil,Pollination,44,22,82.0,0
2023-08-01 19:00:00,Wheat,Sandy Soil,Pollination,45,21,83.0,0
2023-08-01 20:00:00,Wheat,Sandy Soil,Pollination,46,20,84.0,0
2023-08-01 21:00:00,Wheat,Sandy Soil,Pollination,47,19,85.0,0
2023-08-01 22:00:00,Wheat,Sandy Soil,Pollination,48,18,86.0,0
2023-08-01 23:00:00,Wheat,Sandy Soil,Pollination,49,17,87.0,0
2023-08-02 00:00:00,Wheat,Sandy Soil,Pollination,50,16,88.0,0
2023-08-02 01:00:00,Wheat,Sandy Soil,Pollination,51,15,89.0,0
2023-08-02 02:00:00,Wheat,Sandy Soil,Pollination,52,14,90.0,0
2023-08-02 03:00:00,Wheat,Sandy Soil,Pollination,53,13,91.0,0
2023-08-02 04:00:00,Wheat,Sandy Soil,Pollination,54,24,80.0,0
2023-08-02 05:00:00,Wheat,Sandy Soil,Pollination,55,23,81.0,0
2023-08-02 06:00:00,Wheat,Sandy Soil,Pollination,56,22,82.0,0
2023-08-02 07:00:00,Wheat,Sandy Soil,Pollination,57,21,83.0,0
2023-08-02 08:00:00,Wheat,Sandy Soil,Pollination,58,20,84.0,0
2023-08-02 09:00:00,Wheat,Sandy Soil,Pollination,59,19,85.0,0
2023-08-02 10:00:00,Wheat,Sandy Soil,Pollination,60,18,86.0,0
2023-08-02 11:00:00,Wheat,Sandy Soil,Pollination,61,17,87.0,0
2023-08-02 12:00:00,Wheat,Sandy Soil,Pollination,62,16,88.0,0
2023-08-02 13:00:00,Wheat,Sandy Soil,Pollination,63,15,89.0,0
2023-08-02 14:00:00,Wheat,Sandy Soil,Pollination,64,14,90.0,0
2023-08-02 15:00:00,Wheat,Sandy Soil,Pollination,65,13,91.0,0
2023-08-02 16:00:00,Wheat,Sandy Soil,Pollination,66,24,80.0,0
2023-08-02 17:00:00,Wheat,Sandy Soil,Pollination,67,23,81.0,0
2023-08-02 18:00:00,Wheat,Sandy Soil,Pollination,68,22,82.0,0
2023-08-02 19:00:00,Wheat,Sandy Soil,Pollination,69,21,83.0,0
2023-08-02 20:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,1,18,86.0,0
2023-08-02 21:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,2,17,87.0,0
2023-08-02 22:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,3,16,88.0,0
2023-08-02 23:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,4,15,89.0,0
2023-08-03 00:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,5,14,90.0,0
2023-08-03 01:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,6,13,91.0,0
2023-08-03 02:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,7,24,80.0,0
2023-08-03 03:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,8,23,81.0,0
2023-08-03 04:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,9,22,82.0,0
2023-08-03 05:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,10,21,83.0,0
2023-08-03 06:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,11,20,84.0,0
2023-08-03 07:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,12,19,85.0,0
2023-08-03 08:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,13,18,86.0,0
2023-08-03 09:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,14,17,87.0,0
2023-08-03 10:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,15,16,88.0,0
2023-08-03 11:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,16,15,89.0,0
2023-08-03 12:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,17,14,90.0,0
2023-08-03 13:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,18,13,91.0,0
2023-08-03 14:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,19,24,80.0,0
2023-08-03 15:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,20,23,81.0,0
2023-08-03 16:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,21,22,82.0,0
2023-08-03 17:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,22,21,83.0,0
2023-08-03 18:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,23,20,84.0,0
2023-08-03 19:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,24,19,85.0,0
2023-08-03 20:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,25,18,86.0,0
2023-08-03 21:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,26,17,87.0,0
2023-08-03 22:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,27,16,88.0,0
2023-08-03 23:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,28,15,89.0,0
2023-08-04 00:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,29,14,90.0,0
2023-08-04 01:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,30,13,91.0,0
2023-08-04 02:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,31,24,80.0,0
2023-08-04 03:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,32,23,81.0,0
2023-08-04 04:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,33,22,82.0,0
2023-08-04 05:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,34,21,83.0,0
2023-08-04 06:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,35,20,84.0,0
2023-08-04 07:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,36,19,85.0,0
2023-08-04 08:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,37,18,86.0,0
2023-08-04 09:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,38,17,87.0,0
2023-08-04 10:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,39,16,88.0,0
2023-08-04 11:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,40,15,89.0,0
2023-08-04 12:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,41,14,90.0,0
2023-08-04 13:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,42,24,80.0,0
2023-08-04 14:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,43,23,81.0,0
2023-08-04 15:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,44,22,82.0,0
2023-08-04 16:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,45,21,83.0,0
2023-08-04 17:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,46,20,84.0,0
2023-08-04 18:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,47,19,85.0,0
2023-08-04 19:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,48,18,86.0,0
2023-08-04 20:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,49,17,87.0,0
2023-08-04 21:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,50,16,88.0,0
2023-08-04 22:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,51,15,89.0,0
2023-08-04 23:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,52,14,90.0,0
2023-08-05 00:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,53,13,91.0,0
2023-08-05 01:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,54,24,80.0,0
2023-08-05 02:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,55,23,81.0,0
2023-08-05 03:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,56,22,82.0,0
2023-08-05 04:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,57,21,83.0,0
2023-08-05 05:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,58,20,84.0,0
2023-08-05 06:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,59,19,85.0,0
2023-08-05 07:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,60,18,86.0,0
2023-08-05 08:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,61,17,87.0,0
2023-08-05 09:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,62,16,88.0,0
2023-08-05 10:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,63,15,89.0,0
2023-08-05 11:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,64,14,90.0,0
2023-08-05 12:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,65,13,91.0,0
2023-08-05 13:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,66,24,80.0,0
2023-08-05 14:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,67,23,81.0,0
2023-08-05 15:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,68,22,82.0,0
2023-08-05 16:00:00,Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,69,21,83.0,0
2023-08-05 17:00:00,Wheat,Sandy Soil,Maturation,1,18,86.0,0
2023-08-05 18:00:00,Wheat,Sandy Soil,Maturation,2,17,87.0,0
2023-08-05 19:00:00,Wheat,Sandy Soil,Maturation,3,16,88.0,0
2023-08-05 20:00:00,Wheat,Sandy Soil,Maturation,4,15,89.0,0
2023-08-05 21:00:00,Wheat,Sandy Soil,Maturation,5,14,90.0,0
2023-08-05 22:00:00,Wheat,Sandy Soil,Maturation,6,13,91.0,0
2023-08-05 23:00:00,Wheat,Sandy Soil,Maturation,7,24,80.0,0
2023-08-06 00:00:00,Wheat,Sandy Soil,Maturation,8,23,81.0,0
2023-08-06 01:00:00,Wheat,Sandy Soil,Maturation,9,22,82.0,0
2023-08-06 02:00:00,Wheat,Sandy Soil,Maturation,10,21,83.0,0
2023-08-06 03:00:00,Wheat,Sandy Soil,Maturation,11,20,84.0,0
2023-08-06 04:00:00,Wheat,Sandy Soil,Maturation,12,19,85.0,0
2023-08-06 05:00:00,Wheat,Sandy Soil,Maturation,13,18,86.0,0
2023-08-06 06:00:00,Wheat,Sandy Soil,Maturation,14,17,87.0,0
2023-08-06 07:00:00,Wheat,Sandy Soil,Maturation,15,16,88.0,0
2023-08-06 08:00:00,Wheat,Sandy Soil,Maturation,16,15,89.0,0
2023-08-06 09:00:00,Wheat,Sandy Soil,Maturation,17,14,90.0,0
2023-08-06 10:00:00,Wheat,Sandy Soil,Maturation,18,13,91.0,0
2023-08-06 11:00:00,Wheat,Sandy Soil,Maturation,19,24,80.0,0
2023-08-06 12:00:00,Wheat,Sandy Soil,Maturation,20,23,81.0,0
2023-08-06 13:00:00,Wheat,Sandy Soil,Maturation,21,22,82.0,0
2023-08-06 14:00:00,Wheat,Sandy Soil,Maturation,22,21,83.0,0
2023-08-06 15:00:00,Wheat,Sandy Soil,Maturation,23,20,84.0,0
2023-08-06 16:00:00,Wheat,Sandy Soil,Maturation,24,19,85.0,0
2023-08-06 17:00:00,Wheat,Sandy Soil,Maturation,25,18,86.0,0
2023-08-06 18:00:00,Wheat,Sandy Soil,Maturation,26,17,87.0,0
2023-08-06 19:00:00,Wheat,Sandy Soil,Maturation,27,16,88.0,0
2023-08-06 20:00:00,Wheat,Sandy Soil,Maturation,28,15,89.0,0
2023-08-06 21:00:00,Wheat,Sandy Soil,Maturation,29,14,90.0,0
2023-08-06 22:00:00,Wheat,Sandy Soil,Maturation,30,13,91.0,0
2023-08-06 23:00:00,Wheat,Sandy Soil,Maturation,31,24,80.0,0
2023-08-07 00:00:00,Wheat,Sandy Soil,Maturation,32,23,81.0,0
2023-08-07 01:00:00,Wheat,Sandy Soil,Maturation,33,22,82.0,0
2023-08-07 02:00:00,Wheat,Sandy Soil,Maturation,34,21,83.0,0
2023-08-07 03:00:00,Wheat,Sandy Soil,Maturation,35,20,84.0,0
2023-08-07 04:00:00,Wheat,Sandy Soil,Maturation,36,19,85.0,0
2023-08-07 05:00:00,Wheat,Sandy Soil,Maturation,37,18,86.0,0
2023-08-07 06:00:00,Wheat,Sandy Soil,Maturation,38,17,87.0,0
2023-08-07 07:00:00,Wheat,Sandy Soil,Maturation,39,16,88.0,0
2023-08-07 08:00:00,Wheat,Sandy Soil,Maturation,40,15,89.0,0
2023-08-07 09:00:00,Wheat,Sandy Soil,Maturation,41,14,90.0,0
2023-08-07 10:00:00,Wheat,Sandy Soil,Maturation,42,24,80.0,0
2023-08-07 11:00:00,Wheat,Sandy Soil,Maturation,43,23,81.0,0
2023-08-07 12:00:00,Wheat,Sandy Soil,Maturation,44,22,82.0,0
2023-08-07 13:00:00,Wheat,Sandy Soil,Maturation,45,21,83.0,0
2023-08-07 14:00:00,Wheat,Sandy Soil,Maturation,46,20,84.0,0
2023-08-07 15:00:00,Wheat,Sandy Soil,Maturation,47,19,85.0,0
2023-08-07 16:00:00,Wheat,Sandy Soil,Maturation,48,18,86.0,0
2023-08-07 17:00:00,Wheat,Sandy Soil,Maturation,49,17,87.0,0
2023-08-07 18:00:00,Wheat,Sandy Soil,Maturation,50,16,88.0,0
2023-08-07 19:00:00,Wheat,Sandy Soil,Maturation,51,15,89.0,0
2023-08-07 20:00:00,Wheat,Sandy Soil,Maturation,52,14,90.0,0
2023-08-07 21:00:00,Wheat,Sandy Soil,Maturation,53,13,91.0,0
2023-08-07 22:00:00,Wheat,Sandy Soil,Maturation,54,24,80.0,0
2023-08-07 23:00:00,Wheat,Sandy Soil,Maturation,55,23,81.0,0
2023-08-08 00:00:00,Wheat,Sandy Soil,Maturation,56,22,82.0,0
2023-08-08 01:00:00,Wheat,Sandy Soil,Maturation,57,21,83.0,0
2023-08-08 02:00:00,Wheat,Sandy Soil,Maturation,58,20,84.0,0
2023-08-08 03:00:00,Wheat,Sandy Soil,Maturation,59,19,85.0,0
2023-08-08 04:00:00,Wheat,Sandy Soil,Maturation,60,18,86.0,0
2023-08-08 05:00:00,Wheat,Sandy Soil,Maturation,61,17,87.0,0
2023-08-08 06:00:00,Wheat,Sandy Soil,Maturation,62,16,88.0,0
2023-08-08 07:00:00,Wheat,Sandy Soil,Maturation,63,15,89.0,0
2023-08-08 08:00:00,Wheat,Sandy Soil,Maturation,64,14,90.0,0
2023-08-08 09:00:00,Wheat,Sandy Soil,Maturation,65,13,91.0,0
2023-08-08 10:00:00,Wheat,Sandy Soil,Maturation,66,24,80.0,0
2023-08-08 11:00:00,Wheat,Sandy Soil,Maturation,67,23,81.0,0
2023-08-08 12:00:00,Wheat,Sandy Soil,Maturation,68,22,82.0,0
2023-08-08 13:00:00,Wheat,Sandy Soil,Maturation,69,21,83.0,0
2023-08-08 14:00:00,Wheat,Sandy Soil,Harvest,1,18,86.0,0
2023-08-08 15:00:00,Wheat,Sandy Soil,Harvest,2,17,87.0,0
